"id","usuario","accion","detalle","fecha"
"1294","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Poligono.cpp","2025-03-29 01:28:21.000000"
"1295","5","creó_clase","Clase 'Camion' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Camion.cpp","2025-03-29 01:34:33.000000"
"1296","5","eliminó_atributo","Atributo 'radio' eliminado de la clase 'Poligono'","2025-03-29 01:35:42.000000"
"1297","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Profesor.cpp","2025-03-29 01:42:02.000000"
"1298","5","eliminó_clase","Clase 'Moto' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-03-29 01:47:56.000000"
"1299","5","compiló_cpp","Éxito en proyecto 5","2025-03-29 01:53:02.000000"
"1300","5","modificó_herencia","Error al modificar herencia: clase base 'Poligono' no compatible","2025-03-29 02:00:20.000000"
"1301","5","eliminó_herencia","Relación de herencia eliminada entre 'Auto' y 'Poligono'","2025-03-29 02:05:46.000000"
"1302","5","eliminó_clase","Clase 'ProductoFisico' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-03-29 02:08:55.000000"
"1303","5","compiló_cpp","Éxito en proyecto 5","2025-03-29 02:14:38.000000"
"1304","5","eliminó_clase","Clase 'Rectangulo' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-03-29 02:15:35.000000"
"1305","5","creó_atributo","Atributo 'protected String matricula' agregado a la clase 'ListaEnlazada' en proyecto 5","2025-03-29 02:19:00.000000"
"1306","5","modificó_método","Método 'depositar()' de clase 'Camion': cuerpo actualizado en editor Monaco","2025-03-29 02:24:03.000000"
"1307","5","compiló_cpp","Éxito en proyecto 5","2025-03-29 02:31:11.000000"
"1308","5","creó_atributo","Atributo 'private char departamento' agregado a la clase 'ListaEnlazada' en proyecto 5","2025-03-29 02:31:46.000000"
"1309","5","compiló_cpp","Éxito en proyecto 5","2025-03-29 02:36:16.000000"
"1310","5","creó_método","Método 'String acelerar()' agregado a la clase 'Poligono' en proyecto 5","2025-03-29 02:40:38.000000"
"1311","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Producto.cpp","2025-03-29 02:45:30.000000"
"1312","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Cola.cpp","2025-03-29 02:50:00.000000"
"1313","5","creó_atributo","Atributo 'public char tasa' agregado a la clase 'Profesor' en proyecto 5","2025-03-29 02:55:23.000000"
"1314","5","eliminó_atributo","Atributo 'kilometraje' eliminado de la clase 'Profesor'","2025-03-29 03:02:08.000000"
"1315","5","creó_atributo","Atributo 'private int nombre' agregado a la clase 'Forma' en proyecto 5","2025-03-29 03:05:27.000000"
"1316","5","creó_clase","Clase 'Moto' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Moto.cpp","2025-03-29 03:09:32.000000"
"1317","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Perro.cpp","2025-03-29 03:13:02.000000"
"1318","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Producto.cpp","2025-03-29 03:20:20.000000"
"1319","5","creó_clase","Clase 'Vehiculo' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Vehiculo.cpp","2025-03-29 03:23:20.000000"
"1320","5","modificó_método","Error de sintaxis al modificar método en 'Profesor'","2025-03-29 03:26:18.000000"
"1321","5","creó_método","Método 'void calcularPerimetro()' agregado a la clase 'Profesor' en proyecto 5","2025-03-29 03:28:13.000000"
"1322","5","modificó_clase","Clase 'Profesor' modificada: se actualizó el modificador de acceso a 'protected'","2025-03-29 03:29:01.000000"
"1323","5","eliminó_método","Método 'calcularPerimetro()' eliminado de la clase 'Profesor'","2025-03-29 03:35:26.000000"
"1324","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Moto.cpp","2025-03-29 03:41:01.000000"
"1325","5","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Producto'","2025-03-29 03:47:54.000000"
"1326","5","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Camion'","2025-03-29 03:50:59.000000"
"1327","5","creó_atributo","Error: tipo de dato no reconocido en atributo de 'Vehiculo'","2025-03-29 03:57:41.000000"
"1328","5","eliminó_atributo","Atributo 'peso' eliminado de la clase 'Vehiculo'","2025-03-29 04:04:52.000000"
"1329","5","eliminó_atributo","Atributo 'descripcion' eliminado de la clase 'Producto'","2025-03-29 04:10:10.000000"
"1330","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Auto.cpp","2025-03-29 04:12:53.000000"
"1331","5","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 5 en proyecto 5","2025-03-29 04:13:54.000000"
"1332","5","abrió_sesión","Usuario 5 inició sesión y abrió el proyecto 5","2025-04-13 23:59:00.000000"
"1333","5","modificó_clase","Clase 'Producto' modificada: se actualizó el modificador de acceso a 'private'","2025-04-14 00:04:42.000000"
"1334","5","creó_clase","Clase 'Pila' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Pila.cpp","2025-04-14 00:08:33.000000"
"1335","5","compiló_cpp","Fallo en proyecto 5. error: expected ';' before '}' token","2025-04-14 00:10:34.000000"
"1336","5","creó_atributo","Atributo 'public int cargo' agregado a la clase 'Auto' en proyecto 5","2025-04-14 00:16:34.000000"
"1337","5","estableció_herencia","Relación de herencia creada: 'Poligono' extiende a 'Perro' en proyecto 5","2025-04-14 00:21:15.000000"
"1338","5","creó_clase","Clase 'Persona' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Persona.cpp","2025-04-14 00:22:40.000000"
"1339","5","modificó_herencia","Error al modificar herencia: clase base 'Perro' no compatible","2025-04-14 00:24:23.000000"
"1340","5","eliminó_método","Método 'retirar()' eliminado de la clase 'Vehiculo'","2025-04-14 00:29:29.000000"
"1341","5","creó_clase","Clase 'Circulo' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Circulo.cpp","2025-04-14 00:36:32.000000"
"1342","5","eliminó_clase","Clase 'Gerente' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-04-14 00:40:42.000000"
"1343","5","creó_método","Error: firma duplicada al crear método en 'Poligono'","2025-04-14 00:43:03.000000"
"1344","5","eliminó_atributo","Atributo 'saldo' eliminado de la clase 'ProductoDigital'","2025-04-14 00:48:47.000000"
"1345","5","eliminó_atributo","Atributo 'cargo' eliminado de la clase 'Auto'","2025-04-14 00:54:46.000000"
"1346","5","creó_clase","Clase 'Triangulo' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Triangulo.cpp","2025-04-14 00:56:10.000000"
"1347","5","creó_método","Método 'void calcularSalario()' agregado a la clase 'Triangulo' en proyecto 5","2025-04-14 01:00:26.000000"
"1348","5","creó_atributo","Atributo 'private float edad' agregado a la clase 'Cola' en proyecto 5","2025-04-14 01:07:02.000000"
"1349","5","compiló_cpp","Éxito en proyecto 5","2025-04-14 01:09:44.000000"
"1350","5","modificó_herencia","Relación de herencia modificada: 'Poligono' ahora hereda de 'Perro' (antes diferente)","2025-04-14 01:11:06.000000"
"1351","5","estableció_herencia","Relación de herencia creada: 'Pila' extiende a 'Cola' en proyecto 5","2025-04-14 01:11:53.000000"
"1352","5","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Auto'","2025-04-14 01:13:00.000000"
"1353","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Cola.cpp","2025-04-14 01:14:06.000000"
"1354","5","creó_clase","Clase 'CuentaCorriente' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5CuentaCorriente.cpp","2025-04-14 01:19:28.000000"
"1355","5","compiló_cpp","Éxito en proyecto 5","2025-04-14 01:26:10.000000"
"1356","5","compiló_cpp","Éxito en proyecto 5","2025-04-14 01:28:48.000000"
"1357","5","modificó_clase","Clase 'Producto' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-14 01:35:55.000000"
"1358","5","creó_clase","Clase 'Gerente' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Gerente.cpp","2025-04-14 01:40:13.000000"
"1359","5","creó_atributo","Error: tipo de dato no reconocido en atributo de 'Pila'","2025-04-14 01:40:52.000000"
"1360","5","modificó_clase","Clase 'Gerente' modificada: se actualizó el modificador de acceso a 'public'","2025-04-14 01:45:36.000000"
"1361","5","creó_método","Método 'String calcularPerimetro()' agregado a la clase 'Cola' en proyecto 5","2025-04-14 01:47:22.000000"
"1362","5","eliminó_método","Método 'hablar()' eliminado de la clase 'Perro'","2025-04-14 01:53:26.000000"
"1363","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Gerente.cpp","2025-04-14 01:59:23.000000"
"1364","5","estableció_herencia","Relación de herencia creada: 'Poligono' extiende a 'Cola' en proyecto 5","2025-04-14 01:59:53.000000"
"1365","5","compiló_cpp","Éxito en proyecto 5","2025-04-14 02:00:42.000000"
"1366","5","creó_clase","Clase 'Animal' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Animal.cpp","2025-04-14 02:06:52.000000"
"1367","5","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 5 en proyecto 5","2025-04-14 02:10:41.000000"
"1368","5","abrió_sesión","Usuario 5 inició sesión y abrió el proyecto 5","2025-04-17 20:26:00.000000"
"1369","5","creó_clase","Error al crear clase 'Gato': nombre duplicado en proyecto 5","2025-04-17 20:32:24.000000"
"1370","5","modificó_clase","Clase 'Poligono' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-17 20:33:58.000000"
"1371","5","creó_clase","Clase 'Estudiante' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Estudiante.cpp","2025-04-17 20:36:13.000000"
"1372","5","creó_método","Método 'String getPrecio()' agregado a la clase 'Animal' en proyecto 5","2025-04-17 20:37:56.000000"
"1373","5","compiló_cpp","Éxito en proyecto 5","2025-04-17 20:43:53.000000"
"1374","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Producto.cpp","2025-04-17 20:46:41.000000"
"1375","5","compiló_cpp","Éxito en proyecto 5","2025-04-17 20:51:38.000000"
"1376","5","creó_clase","Clase 'Hexagono' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Hexagono.cpp","2025-04-17 20:55:58.000000"
"1377","5","modificó_clase","Error al modificar clase 'Persona': nombre inválido","2025-04-17 20:59:58.000000"
"1378","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Circulo.cpp","2025-04-17 21:02:30.000000"
"1379","5","modificó_clase","Clase 'Vehiculo' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-17 21:04:29.000000"
"1380","5","eliminó_herencia","Relación de herencia eliminada entre 'Poligono' y 'Perro'","2025-04-17 21:10:11.000000"
"1381","5","eliminó_clase","Clase 'Cola' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-04-17 21:16:35.000000"
"1382","5","compiló_cpp","Éxito en proyecto 5","2025-04-17 21:17:24.000000"
"1383","5","eliminó_atributo","Atributo 'codigo' eliminado de la clase 'ListaEnlazada'","2025-04-17 21:22:59.000000"
"1384","5","modificó_clase","Clase 'Hexagono' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-17 21:25:01.000000"
"1385","5","creó_método","Método 'void transferir()' agregado a la clase 'ListaEnlazada' en proyecto 5","2025-04-17 21:31:38.000000"
"1386","5","compiló_cpp","Éxito en proyecto 5","2025-04-17 21:36:23.000000"
"1387","5","creó_método","Método 'void acelerar()' agregado a la clase 'ProductoDigital' en proyecto 5","2025-04-17 21:42:06.000000"
"1388","5","eliminó_clase","Clase 'Profesor' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-04-17 21:43:21.000000"
"1389","5","creó_método","Error: firma duplicada al crear método en 'Triangulo'","2025-04-17 21:49:12.000000"
"1390","5","estableció_herencia","Relación de herencia creada: 'Auto' extiende a 'Hexagono' en proyecto 5","2025-04-17 21:56:45.000000"
"1391","5","creó_clase","Clase 'CuentaAhorro' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5CuentaAhorro.cpp","2025-04-17 22:03:55.000000"
"1392","5","creó_clase","Clase 'Nodo' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Nodo.cpp","2025-04-17 22:06:59.000000"
"1393","5","modificó_atributo","Atributo 'matricula' de clase 'Perro' modificado: tipo cambiado a 'int'","2025-04-17 22:10:27.000000"
"1394","5","modificó_herencia","Relación de herencia modificada: 'Auto' ahora hereda de 'Hexagono' (antes diferente)","2025-04-17 22:14:31.000000"
"1395","5","modificó_método","Método 'aplicarDescuento()' de clase 'Camion': cuerpo actualizado en editor Monaco","2025-04-17 22:15:03.000000"
"1396","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Vehiculo.cpp","2025-04-17 22:20:18.000000"
"1397","5","compiló_cpp","Fallo en proyecto 5. error: 'class' redefinition","2025-04-17 22:22:48.000000"
"1398","5","estableció_herencia","Error: herencia circular detectada entre 'ListaEnlazada' y 'Circulo'","2025-04-17 22:24:56.000000"
"1399","5","modificó_método","Método 'obtenerNombre()' de clase 'Persona': cuerpo actualizado en editor Monaco","2025-04-17 22:26:26.000000"
"1400","5","creó_clase","Clase 'Rectangulo' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Rectangulo.cpp","2025-04-17 22:31:27.000000"
"1401","5","modificó_atributo","Atributo 'modelo' de clase 'Vehiculo' modificado: tipo cambiado a 'boolean'","2025-04-17 22:32:45.000000"
"1402","5","compiló_cpp","Fallo en proyecto 5. error: no matching function for call to 'getEdad()'","2025-04-17 22:38:31.000000"
"1403","5","creó_método","Error: firma duplicada al crear método en 'Forma'","2025-04-17 22:42:06.000000"
"1404","5","estableció_herencia","Relación de herencia creada: 'Triangulo' extiende a 'Perro' en proyecto 5","2025-04-17 22:49:57.000000"
"1405","5","creó_clase","Clase 'CuentaBancaria' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5CuentaBancaria.cpp","2025-04-17 22:56:56.000000"
"1406","5","eliminó_clase","Clase 'Estudiante' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-04-17 23:02:02.000000"
"1407","5","modificó_clase","Clase 'ProductoDigital' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-17 23:06:51.000000"
"1408","5","modificó_método","Método 'inicializar()' de clase 'Perro': cuerpo actualizado en editor Monaco","2025-04-17 23:09:13.000000"
"1409","5","eliminó_método","Método 'arrancar()' eliminado de la clase 'ProductoDigital'","2025-04-17 23:13:40.000000"
"1410","5","estableció_herencia","Relación de herencia creada: 'Triangulo' extiende a 'Animal' en proyecto 5","2025-04-17 23:20:44.000000"
"1411","5","creó_atributo","Atributo 'private boolean departamento' agregado a la clase 'Producto' en proyecto 5","2025-04-17 23:26:34.000000"
"1412","5","eliminó_atributo","Atributo 'matricula' eliminado de la clase 'Gerente'","2025-04-17 23:32:41.000000"
"1413","5","modificó_atributo","Atributo 'kilometraje' de clase 'Vehiculo' modificado: tipo cambiado a 'int'","2025-04-17 23:34:57.000000"
"1414","5","estableció_herencia","Relación de herencia creada: 'Producto' extiende a 'CuentaCorriente' en proyecto 5","2025-04-17 23:37:48.000000"
"1415","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5ListaEnlazada.cpp","2025-04-17 23:38:45.000000"
"1416","5","modificó_clase","Clase 'Producto' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-17 23:40:54.000000"
"1417","5","creó_método","Error: firma duplicada al crear método en 'Poligono'","2025-04-17 23:42:21.000000"
"1418","5","modificó_herencia","Relación de herencia modificada: 'Auto' ahora hereda de 'Hexagono' (antes diferente)","2025-04-17 23:49:38.000000"
"1419","5","creó_método","Método 'double hablar()' agregado a la clase 'CuentaBancaria' en proyecto 5","2025-04-17 23:51:24.000000"
"1420","5","eliminó_atributo","Atributo 'saldo' eliminado de la clase 'CuentaCorriente'","2025-04-17 23:57:44.000000"
"1421","5","creó_clase","Clase 'Estudiante' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Estudiante.cpp","2025-04-18 00:05:26.000000"
"1422","5","modificó_método","Método 'arrancar()' de clase 'Animal': cuerpo actualizado en editor Monaco","2025-04-18 00:09:58.000000"
"1423","5","modificó_método","Método 'inicializar()' de clase 'Rectangulo': cuerpo actualizado en editor Monaco","2025-04-18 00:14:42.000000"
"1424","5","eliminó_clase","Clase 'Hexagono' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-04-18 00:16:42.000000"
"1425","5","creó_método","Error: firma duplicada al crear método en 'Vehiculo'","2025-04-18 00:18:33.000000"
"1426","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Vehiculo.cpp","2025-04-18 00:24:46.000000"
"1427","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Moto.cpp","2025-04-18 00:25:38.000000"
"1428","5","eliminó_herencia","Relación de herencia eliminada entre 'Triangulo' y 'Perro'","2025-04-18 00:26:35.000000"
"1429","5","modificó_atributo","Atributo 'velocidad' de clase 'Vehiculo' modificado: tipo cambiado a 'boolean'","2025-04-18 00:32:35.000000"
"1430","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Vehiculo.cpp","2025-04-18 00:36:11.000000"
"1431","5","compiló_cpp","Éxito en proyecto 5","2025-04-18 00:39:06.000000"
"1432","5","compiló_cpp","Éxito en proyecto 5","2025-04-18 00:41:23.000000"
"1433","5","creó_clase","Clase 'ProductoFisico' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5ProductoFisico.cpp","2025-04-18 00:45:35.000000"
"1434","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5CuentaCorriente.cpp","2025-04-18 00:48:13.000000"
"1435","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5ListaEnlazada.cpp","2025-04-18 00:51:34.000000"
"1436","5","creó_clase","Error al crear clase 'Cliente': nombre duplicado en proyecto 5","2025-04-18 00:57:19.000000"
"1437","5","creó_atributo","Atributo 'protected boolean velocidad' agregado a la clase 'Poligono' en proyecto 5","2025-04-18 01:04:41.000000"
"1438","5","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 5 en proyecto 5","2025-04-18 01:11:39.000000"
"1439","5","abrió_sesión","Usuario 5 inició sesión y abrió el proyecto 5","2025-04-23 23:49:00.000000"
"1440","5","creó_método","Método 'boolean caminar()' agregado a la clase 'Estudiante' en proyecto 5","2025-04-23 23:53:24.000000"
"1441","5","modificó_atributo","Atributo 'edad' de clase 'Camion' modificado: tipo cambiado a 'boolean'","2025-04-23 23:56:37.000000"
"1442","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5CuentaBancaria.cpp","2025-04-23 23:58:26.000000"
"1443","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Animal.cpp","2025-04-23 23:58:58.000000"
"1444","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Moto.cpp","2025-04-24 00:05:46.000000"
"1445","5","creó_método","Método 'void getPrecio()' agregado a la clase 'Producto' en proyecto 5","2025-04-24 00:10:55.000000"
"1446","5","creó_atributo","Atributo 'public boolean modelo' agregado a la clase 'Animal' en proyecto 5","2025-04-24 00:15:44.000000"
"1447","5","estableció_herencia","Relación de herencia creada: 'Triangulo' extiende a 'Persona' en proyecto 5","2025-04-24 00:19:03.000000"
"1448","5","creó_atributo","Atributo 'protected double codigo' agregado a la clase 'Triangulo' en proyecto 5","2025-04-24 00:25:04.000000"
"1449","5","eliminó_herencia","Relación de herencia eliminada entre 'Triangulo' y 'Persona'","2025-04-24 00:31:35.000000"
"1450","5","eliminó_atributo","Atributo 'salario' eliminado de la clase 'CuentaCorriente'","2025-04-24 00:34:36.000000"
"1451","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Vehiculo.cpp","2025-04-24 00:39:08.000000"
"1452","5","eliminó_atributo","Atributo 'marca' eliminado de la clase 'Triangulo'","2025-04-24 00:42:06.000000"
"1453","5","creó_clase","Clase 'Empleado' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Empleado.cpp","2025-04-24 00:49:02.000000"
"1454","5","eliminó_herencia","Error al eliminar herencia entre 'Triangulo' y 'Animal'","2025-04-24 00:54:25.000000"
"1455","5","eliminó_método","Método 'toString()' eliminado de la clase 'Nodo'","2025-04-24 01:00:36.000000"
"1456","5","estableció_herencia","Relación de herencia creada: 'ListaEnlazada' extiende a 'Triangulo' en proyecto 5","2025-04-24 01:02:21.000000"
"1457","5","creó_método","Error: firma duplicada al crear método en 'ProductoFisico'","2025-04-24 01:09:40.000000"
"1458","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5ProductoDigital.cpp","2025-04-24 01:14:59.000000"
"1459","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Circulo.cpp","2025-04-24 01:21:42.000000"
"1460","5","creó_clase","Clase 'Profesor' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Profesor.cpp","2025-04-24 01:25:58.000000"
"1461","5","creó_método","Método 'void transferir()' agregado a la clase 'Vehiculo' en proyecto 5","2025-04-24 01:29:21.000000"
"1462","5","modificó_clase","Clase 'Auto' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-24 01:35:43.000000"
"1463","5","modificó_atributo","Atributo 'codigo' de clase 'CuentaBancaria' modificado: tipo cambiado a 'float'","2025-04-24 01:37:10.000000"
"1464","5","creó_método","Método 'void transferir()' agregado a la clase 'ListaEnlazada' en proyecto 5","2025-04-24 01:43:54.000000"
"1465","5","eliminó_método","Método 'calcularArea()' eliminado de la clase 'Perro'","2025-04-24 01:48:29.000000"
"1466","5","eliminó_método","Método 'inicializar()' eliminado de la clase 'Rectangulo'","2025-04-24 01:49:19.000000"
"1467","5","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 5 en proyecto 5","2025-04-24 01:51:00.000000"
"1468","5","abrió_sesión","Usuario 5 inició sesión y abrió el proyecto 5","2025-04-26 02:30:00.000000"
"1469","5","creó_atributo","Atributo 'private boolean peso' agregado a la clase 'Vehiculo' en proyecto 5","2025-04-26 02:33:41.000000"
"1470","5","modificó_método","Método 'getEdad()' de clase 'Profesor': cuerpo actualizado en editor Monaco","2025-04-26 02:38:33.000000"
"1471","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5Profesor.cpp","2025-04-26 02:45:18.000000"
"1472","5","estableció_herencia","Relación de herencia creada: 'Vehiculo' extiende a 'Estudiante' en proyecto 5","2025-04-26 02:50:42.000000"
"1473","5","eliminó_clase","Clase 'Perro' eliminada del diagrama. Archivo físico removido del proyecto 5","2025-04-26 02:51:20.000000"
"1474","5","compiló_cpp","Éxito en proyecto 5","2025-04-26 02:59:02.000000"
"1475","5","guardó_código","Archivo: codigos_fuenteusuario_5proyecto_5CuentaAhorro.cpp","2025-04-26 03:01:44.000000"
"1476","5","creó_atributo","Error: tipo de dato no reconocido en atributo de 'Animal'","2025-04-26 03:03:37.000000"
"1477","5","modificó_clase","Clase 'ProductoDigital' modificada: se actualizó el modificador de acceso a 'public'","2025-04-26 03:09:04.000000"
"1478","5","compiló_cpp","Éxito en proyecto 5","2025-04-26 03:10:03.000000"
"1479","5","compiló_cpp","Éxito en proyecto 5","2025-04-26 03:11:47.000000"
"1480","5","eliminó_atributo","Atributo 'altura' eliminado de la clase 'Nodo'","2025-04-26 03:15:00.000000"
"1481","5","modificó_atributo","Atributo 'color' de clase 'CuentaCorriente' modificado: tipo cambiado a 'int'","2025-04-26 03:19:26.000000"
"1482","5","creó_atributo","Atributo 'public float color' agregado a la clase 'Animal' en proyecto 5","2025-04-26 03:27:25.000000"
"1483","5","eliminó_método","Método 'setPrecio()' eliminado de la clase 'CuentaAhorro'","2025-04-26 03:33:49.000000"
"1484","5","creó_clase","Clase 'Perro' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Perro.cpp","2025-04-26 03:35:28.000000"
"1485","5","modificó_clase","Clase 'Empleado' modificada: se actualizó el modificador de acceso a 'public'","2025-04-26 03:39:00.000000"
"1486","5","modificó_clase","Clase 'Camion' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-26 03:40:53.000000"
"1487","5","compiló_cpp","Éxito en proyecto 5","2025-04-26 03:41:50.000000"
"1488","5","creó_método","Método 'void consultarSaldo()' agregado a la clase 'Perro' en proyecto 5","2025-04-26 03:44:39.000000"
"1489","5","compiló_cpp","Éxito en proyecto 5","2025-04-26 03:48:13.000000"
"1490","5","modificó_atributo","Error: tipo incompatible al modificar atributo en 'Forma'","2025-04-26 03:52:17.000000"
"1491","5","creó_clase","Clase 'Gato' creada en el diagrama (cpp). Archivo generado en codigos_fuenteusuario_5proyecto_5Gato.cpp","2025-04-26 03:58:12.000000"
"1492","5","modificó_clase","Clase 'Gato' modificada: se actualizó el modificador de acceso a 'protected'","2025-04-26 04:01:44.000000"
"1493","5","cerró_sesión_inactividad","El sistema cerró la sesión por 10 min sin actividad. Usuario 5 en proyecto 5","2025-04-26 04:02:38.000000"
"1494","6","abrió_sesión","Usuario 6 inició sesión y abrió el proyecto 6","2025-02-13 21:10:00.000000"
"1495","6","creó_clase","Clase 'CuentaBancaria' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_6proyecto_6CuentaBancaria.java","2025-02-13 21:17:09.000000"
"1496","6","modificó_clase","Clase 'CuentaBancaria' modificada: se actualizó el modificador de acceso a 'private'","2025-02-13 21:23:52.000000"
"1497","6","modificó_clase","Error al modificar clase 'CuentaBancaria': nombre inválido","2025-02-13 21:29:35.000000"
"1498","6","modificó_atributo","Atributo 'departamento' de clase 'CuentaBancaria' modificado: tipo cambiado a 'int'","2025-02-13 21:32:08.000000"
"1499","6","modificó_clase","Clase 'CuentaBancaria' modificada: se actualizó el modificador de acceso a 'protected'","2025-02-13 21:36:56.000000"
"1500","6","creó_método","Error: firma duplicada al crear método en 'CuentaBancaria'","2025-02-13 21:42:17.000000"
"1501","6","creó_clase","Clase 'Camion' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_6proyecto_6Camion.java","2025-02-13 21:43:21.000000"
"1502","6","creó_clase","Clase 'Poligono' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_6proyecto_6Poligono.java","2025-02-13 21:44:41.000000"
"1503","6","guardó_código","Archivo: codigos_fuenteusuario_6proyecto_6Camion.java","2025-02-13 21:52:10.000000"
"1504","6","creó_método","Método 'double setEdad()' agregado a la clase 'Poligono' en proyecto 6","2025-02-13 21:57:36.000000"
"1505","6","modificó_atributo","Atributo 'base' de clase 'Camion' modificado: tipo cambiado a 'float'","2025-02-13 22:04:36.000000"
"1506","6","guardó_código","Archivo: codigos_fuenteusuario_6proyecto_6Poligono.java","2025-02-13 22:05:13.000000"
"1507","6","modificó_clase","Clase 'Camion' modificada: se actualizó el modificador de acceso a 'private'","2025-02-13 22:10:13.000000"
"1508","6","creó_método","Método 'void calcularPerimetro()' agregado a la clase 'CuentaBancaria' en proyecto 6","2025-02-13 22:12:34.000000"
"1509","6","modificó_atributo","Atributo 'velocidad' de clase 'CuentaBancaria' modificado: tipo cambiado a 'float'","2025-02-13 22:19:10.000000"
"1510","6","modificó_método","Método 'getEdad()' de clase 'Poligono': cuerpo actualizado en editor Monaco","2025-02-13 22:21:18.000000"
"1511","6","creó_clase","Clase 'Gato' creada en el diagrama (java). Archivo generado en codigos_fuenteusuario_6proyecto_6Gato.java","2025-02-13 22:24:12.000000"
